,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,cross_street_name,date,latitude,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2
3439,BROOKLYN,Unspecified,Unspecified,,2012-07-13,40.63834179999999,-74.0173526,1,0,0,0,5 AVENUE                        ,62 STREET                       ,22.5,155893,PASSENGER VEHICLE,BICYCLE
3440,BROOKLYN,Unspecified,Unspecified,,2012-07-17,40.6381529,-74.013962,1,0,0,0,6 AVENUE                        ,60 STREET                       ,9.0,155915,PICK-UP TRUCK,BICYCLE
3441,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2012-07-17,40.65104,-74.01109609999999,1,0,0,0,44 STREET                       ,3 AVENUE                        ,18.75,155920,PASSENGER VEHICLE,BICYCLE
3442,BROOKLYN,Unspecified,Unspecified,,2012-07-24,40.6445992,-74.02159909999999,1,0,0,0,58 STREET                       ,2 AVENUE                        ,9.333333333333334,155958,VAN,BICYCLE
3443,BROOKLYN,Unspecified,Unspecified,,2012-07-21,40.6556432,-73.97355350000001,1,0,0,0,PROSPECT PARK SOUTHWEST         ,SEELEY STREET                   ,12.75,155960,PASSENGER VEHICLE,BICYCLE
3444,BROOKLYN,Unspecified,Unspecified,,2012-07-26,40.6375709,-74.0145672,1,0,0,0,6 AVENUE                        ,61 STREET                       ,9.833333333333334,155980,SPORT UTILITY / STATION WAGON,BICYCLE
3445,MANHATTAN,Alcohol Involvement,Unspecified,,2013-07-27,40.7306541,-73.9830707,1,0,0,0,1 AVENUE                        ,EAST 13 STREET                  ,19.216666666666665,15601,PASSENGER VEHICLE,BICYCLE
3446,BROOKLYN,Unspecified,Unspecified,,2012-07-31,40.6428659,-74.0126478,1,0,2,0,54 STREET                       ,5 AVENUE                        ,11.666666666666666,156020,PASSENGER VEHICLE,BICYCLE
3447,BROOKLYN,Other Vehicular,Unspecified,,2012-07-31,40.6408367,-74.0184306,1,0,0,0,4 AVENUE                        ,60 STREET                       ,22.0,156023,PASSENGER VEHICLE,BICYCLE
3448,BROOKLYN,Unspecified,Unspecified,,2012-08-03,40.6464698,-74.01257640000001,1,0,0,0,50 STREET                       ,4 AVENUE                        ,15.833333333333334,156044,BICYCLE,PASSENGER VEHICLE
3449,BROOKLYN,Driver Inattention/Distraction,Fell Asleep,,2012-08-06,40.652725399999994,-74.0093449,1,0,0,0,41 STREET                       ,3 AVENUE                        ,2.75,156063,PASSENGER VEHICLE,BICYCLE
3450,BROOKLYN,Unspecified,Unspecified,,2012-08-09,40.654068,-74.0009947,1,0,0,0,34 STREET                       ,5 AVENUE                        ,21.95,156090,UNKNOWN,BICYCLE
3451,BROOKLYN,Unspecified,Unspecified,,2012-08-10,40.6563078,-73.99867009999998,1,0,0,0,5 AVENUE                        ,30 STREET                       ,18.966666666666665,156091,UNKNOWN,BICYCLE
3452,BROOKLYN,Unspecified,Unspecified,,2012-08-10,40.6520696,-74.00675,1,0,0,0,4 AVENUE                        ,40 STREET                       ,16.466666666666665,156095,PASSENGER VEHICLE,BICYCLE
3453,MANHATTAN,Traffic Control Disregarded,Unspecified,,2013-07-29,40.727866399999996,-73.9931449,1,0,0,0,LAFAYETTE STREET                ,EAST 4 STREET                   ,8.366666666666667,15615,SMALL COM VEH(4 TIRES) ,BICYCLE
3454,BROOKLYN,Unspecified,Unspecified,,2012-08-19,40.636635600000005,-74.008377,1,0,0,0,58 STREET                       ,8 AVENUE                        ,15.0,156167,PASSENGER VEHICLE,BICYCLE
3455,BROOKLYN,Unspecified,Unspecified,,2012-08-21,40.6635893,-73.9910897,1,0,0,0,17 STREET                       ,5 AVENUE                        ,17.0,156186,PASSENGER VEHICLE,BICYCLE
3456,MANHATTAN,Unspecified,Unspecified,,2013-07-30,40.7298617,-73.9914344,1,0,0,0,ASTOR PLACE                     ,LAFAYETTE STREET                ,6.833333333333333,15620,PASSENGER VEHICLE,BICYCLE
3457,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2012-08-25,40.6529481,-74.00216590000001,1,0,0,0,5 AVENUE                        ,36 STREET                       ,0.6333333333333333,156207,PASSENGER VEHICLE,BICYCLE
3458,BROOKLYN,Unspecified,Unspecified,,2012-08-24,40.6543095,-74.0044185,1,0,0,0,4 AVENUE                        ,36 STREET                       ,19.0,156208,PASSENGER VEHICLE,BICYCLE
3459,BROOKLYN,Backing Unsafely,Unspecified,,2012-08-28,40.6471319,-74.0046234,1,0,0,0,6 AVENUE                        ,44 STREET                       ,17.466666666666665,156242,PASSENGER VEHICLE,BICYCLE
3460,BROOKLYN,Driver Inexperience,Fell Asleep,,2012-08-25,40.6467885,-74.00856929999999,1,0,0,0,47 STREET                       ,5 AVENUE                        ,17.166666666666668,156243,PASSENGER VEHICLE,BICYCLE
3461,BROOKLYN,Physical Disability,Unspecified,,2012-08-30,40.660789799999996,-73.99400240000001,1,0,0,0,5 AVENUE                        ,22 STREET                       ,7.75,156248,PASSENGER VEHICLE,BICYCLE
3462,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,2013-07-31,40.727866399999996,-73.9931449,1,0,0,0,EAST 4 STREET                   ,LAFAYETTE STREET                ,0.8333333333333334,15628,PASSENGER VEHICLE,BICYCLE
3463,BROOKLYN,Unspecified,Unspecified,,2012-09-08,40.6408367,-74.0184306,1,0,0,0,4 AVENUE                        ,60 STREET                       ,20.783333333333335,156292,UNKNOWN,BICYCLE
3464,BROOKLYN,Unspecified,Unspecified,,2012-09-03,40.653197799999994,-74.00557890000002,1,0,0,0,4 AVENUE                        ,38 STREET                       ,3.3,156323,PASSENGER VEHICLE,BICYCLE
3465,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2012-09-15,40.6571092,-74.00151009999999,1,0,0,0,4 AVENUE                        ,31 STREET                       ,12.25,156350,PASSENGER VEHICLE,BICYCLE
3466,BROOKLYN,Unspecified,Unspecified,,2012-09-17,40.653416,-73.9814542,1,0,0,0,MCDONALD AVENUE                 ,TERRACE PLACE                   ,18.0,156353,PASSENGER VEHICLE,BICYCLE
3467,BROOKLYN,Passenger Distraction,Unspecified,,2012-09-19,40.6515124,-74.0073338,1,0,0,0,41 STREET                       ,4 AVENUE                        ,11.0,156365,PASSENGER VEHICLE,BICYCLE
3468,BROOKLYN,Unspecified,Unspecified,,2012-09-23,40.6592523,-73.9884304,1,0,0,0,7 AVENUE                        ,20 STREET                       ,18.966666666666665,156388,PASSENGER VEHICLE,BICYCLE
3469,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2012-09-24,40.6554294,-74.00325809999998,1,0,0,0,34 STREET                       ,4 AVENUE                        ,17.083333333333332,156395,PASSENGER VEHICLE,BICYCLE
3470,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2012-09-24,40.6499399,-74.0017118,1,0,0,0,39 STREET                       ,6 AVENUE                        ,17.333333333333332,156397,PASSENGER VEHICLE,BICYCLE
3471,BROOKLYN,Backing Unsafely,Unspecified,,2012-09-25,40.666158700000004,-73.9953068,1,0,0,0,3 AVENUE                        ,17 STREET                       ,8.333333333333334,156411,BUS,BICYCLE
3472,MANHATTAN,Unspecified,,,2013-08-02,40.7311655,-73.99192140000001,1,0,0,0,EAST 9 STREET                   ,BROADWAY                        ,13.9,15647,OTHER,BICYCLE
3473,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2012-10-06,40.647677200000004,-74.0145875,1,0,0,0,3 AVENUE                        ,50 STREET                       ,10.7,156486,PASSENGER VEHICLE,BICYCLE
3474,BROOKLYN,Unspecified,Unspecified,,2012-10-07,40.6554294,-74.00325809999998,1,0,0,0,4 AVENUE                        ,34 STREET                       ,23.166666666666668,156490,PASSENGER VEHICLE,BICYCLE
3475,BROOKLYN,Unspecified,Unspecified,,2012-10-11,40.658547399999996,-73.9963345,1,0,0,0,26 STREET                       ,5 AVENUE                        ,4.216666666666667,156512,PASSENGER VEHICLE,BICYCLE
3476,,Failure to Yield Right-of-Way,Passenger Distraction,,2012-10-16,,,1,0,0,0,CONEY ISLAND AVENUE             ,PARK CIRCLE                     ,16.0,156549,PASSENGER VEHICLE,BICYCLE
3477,BROOKLYN,Driver Inexperience,Unspecified,,2012-10-15,40.6488,-74.0134237,1,0,0,0,3 AVENUE                        ,48 STREET                       ,11.75,156565,UNKNOWN,BICYCLE
3478,BROOKLYN,Unspecified,Unspecified,,2012-10-17,40.6473458,-74.0079892,1,0,0,0,46 STREET                       ,5 AVENUE                        ,22.666666666666668,156576,PASSENGER VEHICLE,BICYCLE
3479,,Turning Improperly,Unspecified,,2012-10-22,,,1,0,0,0,EAST 5 STREET                   ,FORT HAMILTON PARKWAY           ,15.666666666666666,156603,PASSENGER VEHICLE,BICYCLE
3480,BROOKLYN,Physical Disability,Backing Unsafely,,2012-10-23,40.656085299999994,-74.0058422,1,0,0,0,3 AVENUE                        ,35 STREET                       ,18.0,156612,PASSENGER VEHICLE,BICYCLE
3481,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2012-10-23,40.6473458,-74.0079892,1,0,0,0,5 AVENUE                        ,46 STREET                       ,18.083333333333332,156613,PASSENGER VEHICLE,BICYCLE
3482,BROOKLYN,Unspecified,Unspecified,,2012-10-27,40.6481525,-74.0108218,1,0,0,0,4 AVENUE                        ,47 STREET                       ,10.0,156631,PASSENGER VEHICLE,BICYCLE
3483,BROOKLYN,Unspecified,Unspecified,,2012-11-05,40.642057799999996,-74.02042,1,0,0,0,3 AVENUE                        ,60 STREET                       ,20.25,156693,PASSENGER VEHICLE,BICYCLE
3484,BROOKLYN,Passenger Distraction,Unspecified,,2012-11-06,40.655185100000004,-73.99983780000001,1,0,0,0,32 STREET                       ,5 AVENUE                        ,12.916666666666666,156702,PASSENGER VEHICLE,BICYCLE
3485,BROOKLYN,Passenger Distraction,Unspecified,,2012-11-06,40.648812299999996,-73.9774878,1,0,0,0,FORT HAMILTON PARKWAY           ,EAST 4 STREET                   ,17.916666666666668,156703,PASSENGER VEHICLE,BICYCLE
3486,BROOKLYN,Unspecified,Unspecified,,2012-11-13,40.6656729,-73.9960494,1,0,0,0,18 STREET                       ,3 AVENUE                        ,12.0,156758,PASSENGER VEHICLE,BICYCLE
3487,BROOKLYN,Unspecified,Unspecified,,2012-11-14,40.6574276,-73.9975023,1,0,0,0,5 AVENUE                        ,28 STREET                       ,21.5,156772,PASSENGER VEHICLE,BICYCLE
3488,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2012-11-15,40.6512655,-74.0039065,1,0,0,0,5 AVENUE                        ,39 STREET                       ,8.666666666666666,156791,PASSENGER VEHICLE,BICYCLE
3489,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2012-11-18,40.647677200000004,-74.0145875,1,0,0,0,50 STREET                       ,3 AVENUE                        ,11.583333333333334,156797,PASSENGER VEHICLE,BICYCLE
3490,MANHATTAN,Unspecified,Unspecified,,2013-08-11,40.723278799999996,-73.98252420000001,1,0,0,0,AVENUE B                        ,EAST 4 STREET                   ,15.833333333333334,15680,UNKNOWN,BICYCLE
3491,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2012-11-20,40.6422352,-74.002544,1,0,0,0,8 AVENUE                        ,48 STREET                       ,19.333333333333332,156818,PASSENGER VEHICLE,BICYCLE
3492,BROOKLYN,Unspecified,Unspecified,,2012-11-26,40.6559893,-74.00267779999999,1,0,0,0,4 AVENUE                        ,33 STREET                       ,21.083333333333332,156863,UNKNOWN,BICYCLE
3493,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2012-11-28,40.6529481,-74.00216590000001,1,0,0,0,36 STREET                       ,5 AVENUE                        ,16.416666666666668,156869,SMALL COM VEH(4 TIRES) ,BICYCLE
3494,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2012-11-29,40.6530051,-74.01284790000001,1,0,0,0,43 STREET                       ,2 AVENUE                        ,8.0,156874,SPORT UTILITY / STATION WAGON,BICYCLE
3495,MANHATTAN,Lost Consciousness,Unspecified,,2013-08-09,40.725287200000004,-73.97797790000001,1,0,0,0,EAST 9 STREET                   ,AVENUE C                        ,14.016666666666667,15690,PASSENGER VEHICLE,BICYCLE
3496,BROOKLYN,Passenger Distraction,Unspecified,,2012-12-04,40.6656729,-73.9960494,1,0,0,0,3 AVENUE                        ,18 STREET                       ,8.5,156918,OTHER,BICYCLE
3497,MANHATTAN,Unspecified,Unspecified,,2013-08-16,40.72841270000001,-73.9942525,1,0,0,0,BROADWAY                        ,EAST 4 STREET                   ,17.083333333333332,15694,BICYCLE,PASSENGER VEHICLE
3498,BROOKLYN,Unspecified,Unspecified,,2012-12-14,40.6417459,-74.0138151,1,0,0,0,5 AVENUE                        ,56 STREET                       ,19.366666666666667,156990,PASSENGER VEHICLE,BICYCLE
3499,MANHATTAN,Unspecified,Unspecified,,2012-07-16,40.716453200000004,-74.0130478,1,0,0,0,WARREN STREET                   ,WEST STREET                     ,9.5,157,SMALL COM VEH(4 TIRES) ,BICYCLE
3500,MANHATTAN,Illness,Unspecified,,2013-08-16,40.726397399999996,-73.98616379999999,2,0,0,0,EAST 6 STREET                   ,1 AVENUE                        ,21.0,15700,TAXI,BICYCLE
3501,BROOKLYN,Unspecified,Unspecified,,2012-12-19,40.647486,-74.0006631,1,0,0,0,7 AVENUE                        ,41 STREET                       ,19.416666666666668,157026,PASSENGER VEHICLE,BICYCLE
3502,MANHATTAN,Backing Unsafely,Unspecified,,2013-08-18,40.733292299999995,-73.98717990000002,1,0,0,0,3 AVENUE                        ,EAST 14 STREET                  ,20.1,15708,SPORT UTILITY / STATION WAGON,BICYCLE
3503,MANHATTAN,Unspecified,Unspecified,,2013-08-21,40.725472100000005,-73.98395959999999,1,0,0,0,EAST 6 STREET                   ,AVENUE A                        ,19.5,15715,SPORT UTILITY / STATION WAGON,BICYCLE
3504,MANHATTAN,Unspecified,Unspecified,,2013-08-21,40.728596100000004,-73.98767149999999,1,0,0,0,SAINT MARKS PLACE               ,2 AVENUE                        ,20.25,15716,PASSENGER VEHICLE,BICYCLE
3505,BROOKLYN,Unspecified,Unspecified,,2013-01-17,40.655825899999996,-73.9812228,1,0,0,0,10 AVENUE                       ,19 STREET                       ,17.666666666666668,157205,PASSENGER VEHICLE,BICYCLE
3506,BROOKLYN,Passenger Distraction,Unspecified,,2013-01-20,40.6641657,-73.9905454,1,0,0,0,5 AVENUE                        ,PROSPECT AVENUE                 ,0.18333333333333332,157217,PASSENGER VEHICLE,BICYCLE
3507,BROOKLYN,Unspecified,Unspecified,,2013-01-27,40.6613497,-73.993422,1,0,0,0,5 AVENUE                        ,21 STREET                       ,13.25,157265,PASSENGER VEHICLE,BICYCLE
3508,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2013-02-11,40.6549544,-74.007017,1,0,0,0,37 STREET                       ,3 AVENUE                        ,14.25,157372,PASSENGER VEHICLE,BICYCLE
3509,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2013-02-18,40.6448975,-74.0069511,1,0,0,0,6 AVENUE                        ,48 STREET                       ,15.0,157422,PASSENGER VEHICLE,BICYCLE
3510,BROOKLYN,Unspecified,Unspecified,,2013-02-25,40.646225799999996,-74.009153,1,0,0,0,5 AVENUE                        ,48 STREET                       ,18.75,157479,PASSENGER VEHICLE,BICYCLE
3511,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2013-03-05,40.6574276,-73.9975023,1,0,0,0,28 STREET                       ,5 AVENUE                        ,16.8,157527,PASSENGER VEHICLE,BICYCLE
3512,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2013-03-06,40.6388991,-74.0167691,1,0,0,0,5 AVENUE                        ,61 STREET                       ,19.5,157533,PASSENGER VEHICLE,BICYCLE
3513,BROOKLYN,Unspecified,Unspecified,,2013-03-10,40.64824,-74.0140002,1,0,0,0,3 AVENUE                        ,49 STREET                       ,17.0,157564,PASSENGER VEHICLE,BICYCLE
3514,BROOKLYN,Driver Inattention/Distraction,Passenger Distraction,,2013-03-13,40.6574276,-73.9975023,1,0,0,0,28 STREET                       ,5 AVENUE                        ,14.916666666666666,157586,PASSENGER VEHICLE,BICYCLE
3515,BROOKLYN,Unspecified,Unspecified,,2013-03-21,40.6587973,-73.9997765,1,0,0,0,28 STREET                       ,4 AVENUE                        ,14.083333333333334,157628,PASSENGER VEHICLE,BICYCLE
3516,BROOKLYN,Unspecified,Unspecified,,2013-03-23,40.645173,-74.02100109999999,1,0,0,0,2 AVENUE                        ,57 STREET                       ,9.333333333333334,157640,PASSENGER VEHICLE,BICYCLE
3517,BROOKLYN,Unspecified,Unspecified,,2013-03-25,40.661037,-73.9974301,1,0,0,0,4 AVENUE                        ,24 STREET                       ,10.5,157650,PASSENGER VEHICLE,BICYCLE
3518,BROOKLYN,Driver Inexperience,Unspecified,,2013-03-25,40.6497395,-73.9983062,1,0,0,0,7 AVENUE                        ,37 STREET                       ,14.416666666666666,157656,PASSENGER VEHICLE,BICYCLE
3519,BROOKLYN,Brakes Defective,Unspecified,,2013-03-27,40.6493772,-74.00228840000001,1,0,0,0,6 AVENUE                        ,40 STREET                       ,6.666666666666667,157665,OTHER,BICYCLE
3520,MANHATTAN,Unspecified,Unspecified,,2013-08-29,40.7209677,-73.9821677,1,0,0,0,RIDGE STREET                    ,EAST HOUSTON STREET             ,16.366666666666667,15767,PASSENGER VEHICLE,BICYCLE
3521,MANHATTAN,Passenger Distraction,Unspecified,,2013-09-04,40.728745700000005,-73.978536,1,0,0,0,AVENUE B                        ,EAST 13 STREET                  ,10.166666666666666,15770,OTHER,BICYCLE
3522,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2013-04-01,40.6464698,-74.01257640000001,1,0,0,0,50 STREET                       ,4 AVENUE                        ,21.25,157700,PASSENGER VEHICLE,BICYCLE
3523,BROOKLYN,Unspecified,Unspecified,,2013-04-25,40.6467885,-74.00856929999999,1,0,0,0,47 STREET                       ,5 AVENUE                        ,20.5,157856,PASSENGER VEHICLE,BICYCLE
3524,BROOKLYN,Unspecified,Unspecified,,2013-05-03,40.6426576,-74.0092822,1,0,0,0,6 AVENUE                        ,52 STREET                       ,15.5,157908,PASSENGER VEHICLE,BICYCLE
3525,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2013-05-06,40.6486114,-73.9995135,1,0,0,0,7 AVENUE                        ,39 STREET                       ,18.333333333333332,157954,PASSENGER VEHICLE,BICYCLE
3526,BROOKLYN,Unspecified,Unspecified,,2013-05-17,40.6475898,-74.0114127,1,0,0,0,48 STREET                       ,4 AVENUE                        ,20.5,158006,PASSENGER VEHICLE,BICYCLE
3527,BROOKLYN,Prescription Medication,Unspecified,,2013-05-21,40.6630294,-73.9916737,1,0,0,0,5 AVENUE                        ,18 STREET                       ,20.5,158033,TAXI,BICYCLE
3528,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2013-05-13,40.6462931,-74.0198375,1,0,0,0,2 AVENUE                        ,55 STREET                       ,18.166666666666668,158063,PASSENGER VEHICLE,BICYCLE
3529,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,2013-09-11,40.7270902,-73.9766387,1,0,0,0,EAST 12 STREET                  ,AVENUE C                        ,4.766666666666667,15807,PASSENGER VEHICLE,BICYCLE
3530,BROOKLYN,Unspecified,Unspecified,,2013-05-31,40.6479057,-74.0074055,1,0,0,0,45 STREET                       ,5 AVENUE                        ,15.5,158100,PASSENGER VEHICLE,BICYCLE
3531,BROOKLYN,Illness,Unspecified,,2013-06-01,40.660789799999996,-73.99400240000001,1,0,0,0,5 AVENUE                        ,22 STREET                       ,9.5,158102,PASSENGER VEHICLE,BICYCLE
3532,MANHATTAN,Unspecified,Unspecified,,2013-09-12,40.724267299999994,-73.9848366,1,0,0,0,AVENUE A                        ,EAST 4 STREET                   ,12.7,15813,PASSENGER VEHICLE,BICYCLE
3533,BROOKLYN,Unspecified,Unspecified,,2013-06-06,40.649359999999994,-74.0128328,1,0,0,0,3 AVENUE                        ,47 STREET                       ,11.0,158137,VAN,BICYCLE
3534,BROOKLYN,Driver Inexperience,Unspecified,,2013-06-12,40.6561436,-73.97729790000001,1,0,0,0,11 AVENUE                       ,PROSPECT AVENUE                 ,17.1,158190,BICYCLE,PASSENGER VEHICLE
3535,BROOKLYN,Unspecified,Unspecified,,2013-06-12,40.656085299999994,-74.0058422,1,0,0,0,3 AVENUE                        ,35 STREET                       ,20.583333333333332,158194,PASSENGER VEHICLE,BICYCLE
3536,BROOKLYN,Turning Improperly,Unspecified,,2013-06-13,40.6476265,-73.97726479999999,1,0,0,0,EAST 4 STREET                   ,CATON AVENUE                    ,19.116666666666667,158199,PASSENGER VEHICLE,BICYCLE
3537,BROOKLYN,Driver Inexperience,Unspecified,,2013-06-15,40.646225799999996,-74.009153,1,0,0,0,5 AVENUE                        ,48 STREET                       ,19.0,158219,OTHER,BICYCLE
3538,MANHATTAN,Unspecified,Unspecified,,2013-09-13,40.7244946,-73.9816364,1,0,0,0,AVENUE B                        ,EAST 6 STREET                   ,22.0,15822,SPORT UTILITY / STATION WAGON,BICYCLE
