,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,cross_street_name,date,latitude,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2
3314,BROOKLYN,Unspecified,Unspecified,,2012-10-25,40.6556338,-73.9598617,1,0,0,0,PARKSIDE AVENUE                 ,FLATBUSH AVENUE                 ,19.083333333333332,153020,UNKNOWN,BICYCLE
3315,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2012-10-27,40.6635556,-73.93160859999999,1,0,0,0,EMPIRE BOULEVARD                ,UTICA AVENUE                    ,18.5,153025,PASSENGER VEHICLE,BICYCLE
3316,BROOKLYN,Unspecified,Unspecified,,2012-10-24,40.6673324,-73.95352120000001,1,0,0,0,ROGERS AVENUE                   ,CARROLL STREET                  ,18.5,153043,PASSENGER VEHICLE,BICYCLE
3317,BROOKLYN,Unspecified,Unspecified,,2012-11-09,40.6666035,-73.95654240000002,1,0,0,0,CROWN STREET                    ,BEDFORD AVENUE                  ,5.416666666666667,153080,PASSENGER VEHICLE,BICYCLE
3318,MANHATTAN,Physical Disability,Unspecified,,2013-05-20,40.7300064,-73.9835363,1,0,0,0,EAST 12 STREET                  ,1 AVENUE                        ,8.0,15310,PASSENGER VEHICLE,BICYCLE
3319,BROOKLYN,Unspecified,Unspecified,,2012-11-14,40.6700084,-73.95327059999998,1,0,0,0,ROGERS AVENUE                   ,EASTERN PARKWAY                 ,11.75,153112,PASSENGER VEHICLE,BICYCLE
3320,BROOKLYN,Unspecified,Unspecified,,2012-11-16,40.6597175,-73.94533759999999,1,0,0,0,BROOKLYN AVENUE                 ,RUTLAND ROAD                    ,20.2,153129,PASSENGER VEHICLE,BICYCLE
3321,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2012-11-19,40.66879779999999,-73.93112009999999,1,0,0,0,EASTERN PARKWAY                 ,UTICA AVENUE                    ,9.0,153144,PASSENGER VEHICLE,BICYCLE
3322,MANHATTAN,Unspecified,Unspecified,,2013-05-16,40.7291862,-73.98724920000001,1,0,0,0,2 AVENUE                        ,EAST 9 STREET                   ,17.616666666666667,15315,TAXI,BICYCLE
3323,BROOKLYN,Passenger Distraction,Unspecified,,2012-11-20,40.6701245,-73.95527120000001,1,0,0,0,BEDFORD AVENUE                  ,EASTERN PARKWAY                 ,18.25,153152,PASSENGER VEHICLE,BICYCLE
3324,BROOKLYN,Unspecified,Unspecified,,2012-11-23,40.6683599,-73.9559068,1,0,0,0,PRESIDENT STREET                ,BEDFORD AVENUE                  ,6.116666666666666,153162,PASSENGER VEHICLE,BICYCLE
3325,BROOKLYN,Unspecified,Unspecified,,2012-11-24,40.668664,-73.961995,1,0,0,0,CARROLL STREET                  ,WASHINGTON AVENUE               ,22.25,153169,PASSENGER VEHICLE,BICYCLE
3326,MANHATTAN,Turning Improperly,Unspecified,,2013-03-01,40.7255825,-73.9898692,1,0,0,0,EAST 3 STREET                   ,2 AVENUE                        ,19.5,15320,TAXI,BICYCLE
3327,BROOKLYN,Passenger Distraction,Unspecified,,2012-12-02,40.671645,-73.96257370000001,1,0,0,0,WASHINGTON AVENUE               ,EASTERN PARKWAY                 ,2.0,153208,PASSENGER VEHICLE,BICYCLE
3328,MANHATTAN,Unspecified,Unspecified,,2013-05-22,40.731659,-73.9854447,1,0,0,0,EAST 13 STREET                  ,2 AVENUE                        ,23.0,15328,PASSENGER VEHICLE,BICYCLE
3329,BROOKLYN,Unspecified,Unspecified,,2012-12-15,40.6564384,-73.9472648,1,0,0,0,PARKSIDE AVENUE                 ,NEW YORK AVENUE                 ,11.666666666666666,153284,PASSENGER VEHICLE,BICYCLE
3330,BROOKLYN,View Obstructed/Limited,Unspecified,,2012-12-15,40.655874100000005,-73.9563872,1,0,0,0,PARKSIDE AVENUE                 ,BEDFORD AVENUE                  ,15.466666666666667,153285,BUS,BICYCLE
3331,BROOKLYN,Unspecified,Unspecified,,2012-12-17,40.663303000000006,-73.960614,1,0,0,0,EMPIRE BOULEVARD                ,FRANKLIN AVENUE                 ,8.25,153300,PASSENGER VEHICLE,BICYCLE
3332,BROOKLYN,Unspecified,Unspecified,,2012-12-19,40.661965,-73.9570428,1,0,0,0,BEDFORD AVENUE                  ,LEFFERTS AVENUE                 ,20.2,153315,PASSENGER VEHICLE,BICYCLE
3333,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,2013-05-24,40.72740220000001,-73.98853759999999,1,0,0,0,EAST 6 STREET                   ,2 AVENUE                        ,21.833333333333332,15336,PASSENGER VEHICLE,BICYCLE
3334,BROOKLYN,Unspecified,Unspecified,,2012-12-29,40.661733,-73.9607699,1,0,0,0,LEFFERTS AVENUE                 ,WASHINGTON AVENUE               ,13.583333333333334,153365,PASSENGER VEHICLE,BICYCLE
3335,MANHATTAN,Prescription Medication,Other Vehicular,,2013-05-25,40.7226723,-73.98296450000001,1,0,0,0,EAST 3 STREET                   ,AVENUE B                        ,20.833333333333332,15340,PASSENGER VEHICLE,BICYCLE
3336,BROOKLYN,Unspecified,Unspecified,,2013-01-08,40.6577686,-73.9396157,1,0,0,0,WINTHROP STREET                 ,ALBANY AVENUE                   ,17.416666666666668,153412,PASSENGER VEHICLE,BICYCLE
3337,BROOKLYN,Fatigued/Drowsy,Unspecified,,2013-01-19,40.664063399999996,-73.9611073,1,0,0,0,SULLIVAN PLACE                  ,WASHINGTON AVENUE               ,22.166666666666668,153469,UNKNOWN,BICYCLE
3338,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2013-01-21,40.6611799,-73.9569568,1,0,0,0,BEDFORD AVENUE                  ,LINCOLN ROAD                    ,13.116666666666667,153478,SPORT UTILITY / STATION WAGON,BICYCLE
3339,BROOKLYN,Unspecified,Unspecified,,2013-02-22,40.663518599999996,-73.95720759999999,1,0,0,0,BEDFORD AVENUE                  ,EMPIRE BOULEVARD                ,11.533333333333333,153634,PASSENGER VEHICLE,BICYCLE
3340,BROOKLYN,Lost Consciousness,Reaction to Other Uninvolved Vehicle,,2013-03-01,40.6635556,-73.93160859999999,1,0,0,0,UTICA AVENUE                    ,EMPIRE BOULEVARD                ,15.666666666666666,153671,PASSENGER VEHICLE,BICYCLE
3341,BROOKLYN,Aggressive Driving/Road Rage,Unspecified,,2013-03-11,40.6651,-73.94538,1,0,0,0,MONTGOMERY STREET               ,BROOKLYN AVENUE                 ,20.333333333333332,153724,PASSENGER VEHICLE,BICYCLE
3342,,Driver Inattention/Distraction,Unspecified,,2013-03-18,,,1,0,0,0,UTICA AVENUE                    ,EAST NEW YORK AVENUE            ,23.6,153755,PASSENGER VEHICLE,BICYCLE
3343,BROOKLYN,Unspecified,Unspecified,,2013-03-26,40.655874100000005,-73.9563872,1,0,0,0,PARKSIDE AVENUE                 ,BEDFORD AVENUE                  ,19.733333333333334,153797,PASSENGER VEHICLE,BICYCLE
3344,BROOKLYN,Outside Car Distraction,Unspecified,,2013-03-30,40.6631828,-73.96244870000001,1,0,0,0,OCEAN AVENUE                    ,FLATBUSH AVENUE                 ,23.866666666666667,153815,PASSENGER VEHICLE,BICYCLE
3345,BROOKLYN,Unspecified,Unspecified,,2013-04-10,40.6661246,-73.9313824,1,0,0,0,CARROLL STREET                  ,UTICA AVENUE                    ,11.25,153861,UNKNOWN,BICYCLE
3346,BROOKLYN,Unspecified,Unspecified,,2013-04-09,40.6655483,-73.9536882,1,0,0,0,ROGERS AVENUE                   ,MONTGOMERY STREET               ,21.6,153865,PASSENGER VEHICLE,BICYCLE
3347,BROOKLYN,Driver Inexperience,Physical Disability,,2013-04-11,40.6694023,-73.94219709999999,1,0,0,0,EASTERN PARKWAY                 ,KINGSTON AVENUE                 ,20.25,153876,PASSENGER VEHICLE,BICYCLE
3348,MANHATTAN,Unspecified,Unspecified,,2013-06-07,40.7306541,-73.9830707,1,0,0,0,EAST 13 STREET                  ,1 AVENUE                        ,22.416666666666668,15396,PASSENGER VEHICLE,BICYCLE
3349,BROOKLYN,Unspecified,Unspecified,,2013-05-01,40.6604415,-73.9568744,1,0,0,0,MAPLE STREET                    ,BEDFORD AVENUE                  ,13.416666666666666,153985,PASSENGER VEHICLE,BICYCLE
3350,MANHATTAN,Unspecified,Unspecified,,2013-06-09,40.7260539,-73.98353370000001,1,0,0,0,EAST 7 STREET                   ,AVENUE A                        ,0.25,15399,UNKNOWN,BICYCLE
3351,BROOKLYN,Unspecified,,,2013-05-01,40.663518599999996,-73.95720759999999,1,0,0,0,EMPIRE BOULEVARD                ,BEDFORD AVENUE                  ,21.75,153990,PASSENGER VEHICLE,BICYCLE
3352,BROOKLYN,Unspecified,Unspecified,,2013-05-01,40.6673324,-73.95352120000001,1,0,0,0,CARROLL STREET                  ,ROGERS AVENUE                   ,19.466666666666665,153993,PASSENGER VEHICLE,BICYCLE
3353,BROOKLYN,Unspecified,Unspecified,,2013-05-08,40.6639033,-73.93992740000002,1,0,0,0,ALBANY AVENUE                   ,EMPIRE BOULEVARD                ,17.0,154029,PASSENGER VEHICLE,BICYCLE
3354,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2013-05-10,40.6666035,-73.95654240000002,1,0,0,0,CROWN STREET                    ,BEDFORD AVENUE                  ,9.283333333333333,154035,PASSENGER VEHICLE,BICYCLE
3355,BROOKLYN,Unspecified,Unspecified,,2013-05-13,40.66879779999999,-73.93112009999999,1,0,0,0,EASTERN PARKWAY                 ,UTICA AVENUE                    ,13.25,154051,PASSENGER VEHICLE,BICYCLE
3356,BROOKLYN,Unspecified,Unspecified,,2013-05-13,40.6657198,-73.95686020000001,1,0,0,0,MONTGOMERY STREET               ,BEDFORD AVENUE                  ,21.583333333333332,154058,PASSENGER VEHICLE,BICYCLE
3357,BROOKLYN,Unspecified,Unspecified,,2013-05-14,40.6556338,-73.9598617,1,0,0,0,PARKSIDE AVENUE                 ,FLATBUSH AVENUE                 ,9.716666666666667,154059,PASSENGER VEHICLE,BICYCLE
3358,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2013-05-16,40.663283899999996,-73.9609564,1,0,0,0,EMPIRE BOULEVARD                ,WASHINGTON AVENUE               ,11.416666666666666,154066,PASSENGER VEHICLE,BICYCLE
3359,MANHATTAN,Unspecified,Unspecified,,2013-06-14,40.725877200000006,-73.9775339,1,0,0,0,AVENUE C                        ,EAST 10 STREET                  ,17.95,15409,MOTORCYCLE,BICYCLE
3360,BROOKLYN,Unspecified,Unspecified,,2013-05-21,40.6657198,-73.95686020000001,1,0,0,0,MONTGOMERY STREET               ,BEDFORD AVENUE                  ,8.75,154097,PASSENGER VEHICLE,BICYCLE
3361,BROOKLYN,Unspecified,Unspecified,,2013-05-22,40.6652326,-73.9314554,1,0,0,0,CROWN STREET                    ,UTICA AVENUE                    ,21.5,154106,PASSENGER VEHICLE,BICYCLE
3362,MANHATTAN,Unspecified,Unspecified,,2013-06-14,40.72326029999999,-73.9884301,1,0,0,0,EAST 1 STREET                   ,1 AVENUE                        ,9.5,15415,VAN,BICYCLE
3363,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2013-06-02,40.6627363,-73.9571216,1,0,0,0,STERLING STREET                 ,BEDFORD AVENUE                  ,2.3166666666666664,154158,SPORT UTILITY / STATION WAGON,BICYCLE
3364,BROOKLYN,Unspecified,Unspecified,,2013-06-04,40.662574600000006,-73.9344679,1,0,0,0,EAST NEW YORK AVENUE            ,SCHENECTADY AVENUE              ,21.666666666666668,154173,PASSENGER VEHICLE,BICYCLE
3365,BROOKLYN,Unspecified,Unspecified,,2013-06-14,40.669554600000005,-73.9449618,1,0,0,0,BROOKLYN AVENUE                 ,EASTERN PARKWAY                 ,17.15,154241,VAN,BICYCLE
3366,BROOKLYN,Fatigued/Drowsy,Unspecified,,2013-06-15,40.6657198,-73.95686020000001,1,0,0,0,MONTGOMERY STREET               ,BEDFORD AVENUE                  ,19.083333333333332,154250,VAN,BICYCLE
3367,BROOKLYN,Unspecified,Unspecified,,2013-06-21,40.662848100000005,-73.9428299,1,0,0,0,KINGSTON AVENUE                 ,LEFFERTS AVENUE                 ,0.75,154286,PASSENGER VEHICLE,BICYCLE
3368,BROOKLYN,Unspecified,Unspecified,,2013-06-26,40.6631828,-73.96244870000001,1,0,0,0,FLATBUSH AVENUE                 ,EMPIRE BOULEVARD                ,20.75,154322,PASSENGER VEHICLE,BICYCLE
3369,BROOKLYN,Brakes Defective,Unspecified,,2013-06-27,40.6666035,-73.95654240000002,1,0,0,0,CROWN STREET                    ,BEDFORD AVENUE                  ,14.75,154325,PASSENGER VEHICLE,BICYCLE
3370,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2013-07-02,40.6643433,-73.9315393,1,0,0,0,MONTGOMERY STREET               ,UTICA AVENUE                    ,18.333333333333332,154350,PASSENGER VEHICLE,BICYCLE
3371,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2013-07-04,40.6652326,-73.9314554,1,0,0,0,CROWN STREET                    ,UTICA AVENUE                    ,4.833333333333333,154362,UNKNOWN,BICYCLE
3372,BROOKLYN,Unspecified,Unspecified,,2013-07-05,40.6577686,-73.9396157,1,0,0,0,ALBANY AVENUE                   ,WINTHROP STREET                 ,9.333333333333334,154367,PASSENGER VEHICLE,BICYCLE
3373,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,2012-12-24,40.7223244,-74.0117465,1,0,0,0,WEST STREET                     ,LAIGHT STREET                   ,10.25,1544,PASSENGER VEHICLE,BICYCLE
3374,BROOKLYN,Unspecified,Unspecified,,2013-07-12,40.6600284,-73.9606015,1,0,0,0,BEEKMAN PLACE                   ,FLATBUSH AVENUE                 ,0.6166666666666667,154408,PASSENGER VEHICLE,BICYCLE
3375,MANHATTAN,Unspecified,Unspecified,,2013-06-19,40.7241363,-73.9926041,1,0,0,0,EAST HOUSTON STREET             ,BOWERY                          ,9.033333333333333,15441,VAN,BICYCLE
3376,BROOKLYN,Unspecified,Unspecified,,2013-07-15,40.669249900000004,-73.93942870000001,1,0,0,0,EASTERN PARKWAY                 ,ALBANY AVENUE                   ,11.5,154434,PASSENGER VEHICLE,BICYCLE
3377,BROOKLYN,Unspecified,Unspecified,,2013-07-16,40.6597279,-73.9567992,1,0,0,0,MIDWOOD STREET                  ,BEDFORD AVENUE                  ,17.666666666666668,154435,PASSENGER VEHICLE,BICYCLE
3378,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2013-07-20,40.6679201,-73.9478974,1,0,0,0,PRESIDENT STREET                ,NEW YORK AVENUE                 ,12.5,154454,PASSENGER VEHICLE,BICYCLE
3379,BROOKLYN,Unspecified,Unspecified,,2013-07-23,40.66977979999999,-73.9582923,1,0,0,0,UNION STREET                    ,FRANKLIN AVENUE                 ,16.583333333333332,154467,PASSENGER VEHICLE,BICYCLE
3380,,Unspecified,Unspecified,,2013-07-26,,,1,0,0,0,UTICA AVENUE                    ,EAST NEW YORK AVENUE            ,10.183333333333334,154474,PASSENGER VEHICLE,BICYCLE
3381,BROOKLYN,Unspecified,Unspecified,,2013-07-28,40.6627363,-73.9571216,1,0,0,0,BEDFORD AVENUE                  ,STERLING STREET                 ,20.5,154483,PASSENGER VEHICLE,BICYCLE
3382,BROOKLYN,Unspecified,Unspecified,,2013-07-28,40.6681286,-73.9367478,1,0,0,0,TROY AVENUE                     ,UNION STREET                    ,16.0,154485,PASSENGER VEHICLE,BICYCLE
3383,BROOKLYN,Unspecified,Unspecified,,2013-08-01,40.6548824,-73.9618804,1,0,0,0,PARKSIDE AVENUE                 ,OCEAN AVENUE                    ,11.5,154505,PASSENGER VEHICLE,BICYCLE
3384,BROOKLYN,Unspecified,Unspecified,,2013-08-01,40.665969200000006,-73.9285998,1,0,0,0,CARROLL STREET                  ,ROCHESTER AVENUE                ,13.583333333333334,154507,PASSENGER VEHICLE,BICYCLE
3385,BRONX,Outside Car Distraction,Passenger Distraction,,2014-09-20,40.8310849,-73.86908079999999,1,0,0,0,ROSEDALE AVENUE                 ,WESTCHESTER AVENUE              ,14.0,1545103,PASSENGER VEHICLE,BICYCLE
3386,MANHATTAN,Unspecified,Unspecified,,2013-06-22,40.7306541,-73.9830707,1,0,0,0,EAST 13 STREET                  ,1 AVENUE                        ,17.833333333333332,15454,TAXI,BICYCLE
3387,MANHATTAN,Driver Inattention/Distraction,Unspecified,,2013-06-23,40.72224179999999,-73.9862873,1,0,0,0,AVENUE A                        ,EAST HOUSTON STREET             ,18.0,15456,PASSENGER VEHICLE,BICYCLE
3388,BROOKLYN,Traffic Control Disregarded,Unspecified,,2013-08-14,40.6684609,-73.9422844,1,0,0,0,UNION STREET                    ,KINGSTON AVENUE                 ,17.5,154578,PASSENGER VEHICLE,BICYCLE
3389,BROOKLYN,Prescription Medication,Unspecified,,2013-08-15,40.6625349,-73.9479124,1,0,0,0,NEW YORK AVENUE                 ,LEFFERTS AVENUE                 ,22.166666666666668,154587,VAN,BICYCLE
3390,BROOKLYN,Unspecified,Unspecified,,2013-08-24,40.6683599,-73.9559068,1,0,0,0,PRESIDENT STREET                ,BEDFORD AVENUE                  ,11.5,154629,PASSENGER VEHICLE,BICYCLE
3391,MANHATTAN,Unspecified,Unspecified,,2013-06-25,40.732603399999995,-73.9876815,1,0,0,0,3 AVENUE                        ,EAST 13 STREET                  ,11.416666666666666,15463,PASSENGER VEHICLE,BICYCLE
3392,BROOKLYN,Unspecified,Unspecified,,2013-08-27,40.66149620000001,-73.9398863,1,0,0,0,MAPLE STREET                    ,ALBANY AVENUE                   ,17.0,154655,PASSENGER VEHICLE,BICYCLE
3393,BROOKLYN,Unspecified,Unspecified,,2013-08-28,40.669249900000004,-73.93942870000001,1,0,0,0,ALBANY AVENUE                   ,EASTERN PARKWAY                 ,16.0,154661,PASSENGER VEHICLE,BICYCLE
3394,BROOKLYN,Unspecified,Unspecified,,2013-08-27,40.6560641,-73.9395596,1,0,0,0,CLARKSON AVENUE                 ,ALBANY AVENUE                   ,22.0,154664,PASSENGER VEHICLE,BICYCLE
3395,,Unspecified,Unspecified,,2013-08-27,,,1,0,0,0,LINCOLN ROAD                    ,FLATBUSH AVENUE                 ,17.883333333333333,154672,PASSENGER VEHICLE,BICYCLE
3396,BROOKLYN,Unspecified,Unspecified,,2013-09-04,40.663303000000006,-73.960614,1,0,0,0,FRANKLIN AVENUE                 ,EMPIRE BOULEVARD                ,22.416666666666668,154706,PASSENGER VEHICLE,BICYCLE
3397,MANHATTAN,Unspecified,Unspecified,,2013-06-27,40.726397399999996,-73.98616379999999,1,0,0,0,EAST 6 STREET                   ,1 AVENUE                        ,20.216666666666665,15474,TAXI,BICYCLE
3398,BROOKLYN,Unspecified,Unspecified,,2013-09-11,40.6600743,-73.93973259999999,1,0,0,0,RUTLAND ROAD                    ,ALBANY AVENUE                   ,9.25,154740,PASSENGER VEHICLE,BICYCLE
3399,BROOKLYN,Physical Disability,Unspecified,,2013-09-11,40.668647899999996,-73.9283482,1,0,0,0,ROCHESTER AVENUE                ,EASTERN PARKWAY                 ,18.833333333333332,154744,PASSENGER VEHICLE,BICYCLE
3400,BROOKLYN,Passenger Distraction,Unspecified,,2013-09-12,40.662051399999996,-73.93148029999999,1,0,0,0,MAPLE STREET                    ,UTICA AVENUE                    ,21.833333333333332,154749,PASSENGER VEHICLE,BICYCLE
3401,BROOKLYN,Passenger Distraction,Unspecified,,2013-09-12,40.664063399999996,-73.9611073,1,0,0,0,SULLIVAN PLACE                  ,WASHINGTON AVENUE               ,18.0,154751,PASSENGER VEHICLE,BICYCLE
3402,,Lost Consciousness,Unspecified,,2013-09-24,,,1,0,0,0,LINCOLN ROAD                    ,FLATBUSH AVENUE                 ,18.0,154832,UNKNOWN,BICYCLE
3403,BROOKLYN,Other Vehicular,Passenger Distraction,,2013-09-25,40.662574600000006,-73.9344679,1,0,0,0,SCHENECTADY AVENUE              ,EAST NEW YORK AVENUE            ,19.0,154837,PASSENGER VEHICLE,BICYCLE
3404,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2013-09-30,40.6668667,-73.9285232,1,0,0,0,PRESIDENT STREET                ,ROCHESTER AVENUE                ,18.666666666666668,154860,PASSENGER VEHICLE,BICYCLE
3405,BROOKLYN,Unspecified,Unspecified,,2013-10-02,40.6676813,-73.96180820000001,1,0,0,0,CROWN STREET                    ,WASHINGTON AVENUE               ,18.816666666666666,154874,PASSENGER VEHICLE,BICYCLE
3406,BROOKLYN,Unspecified,Unspecified,,2013-10-12,40.6662883,-73.9508365,1,0,0,0,CROWN STREET                    ,NOSTRAND AVENUE                 ,23.416666666666668,154927,PASSENGER VEHICLE,BICYCLE
3407,BROOKLYN,Passenger Distraction,Unspecified,,2013-10-19,40.657095700000006,-73.9502486,1,0,0,0,WINTHROP STREET                 ,NOSTRAND AVENUE                 ,0.8333333333333334,154958,PASSENGER VEHICLE,BICYCLE
3408,BROOKLYN,Unspecified,Unspecified,,2013-10-20,40.664303600000004,-73.95729,1,0,0,0,SULLIVAN PLACE                  ,BEDFORD AVENUE                  ,15.166666666666666,154968,PASSENGER VEHICLE,BICYCLE
3409,BROOKLYN,Other Vehicular,Passenger Distraction,,2013-10-22,40.6569158,-73.9531392,1,0,0,0,ROGERS AVENUE                   ,WINTHROP STREET                 ,18.333333333333332,154969,PASSENGER VEHICLE,BICYCLE
3410,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2013-10-23,40.665399,-73.95092,1,0,0,0,NOSTRAND AVENUE                 ,MONTGOMERY STREET               ,12.833333333333334,154979,PASSENGER VEHICLE,BICYCLE
3411,BROOKLYN,Unspecified,Unspecified,,2013-10-27,40.662848100000005,-73.9428299,1,0,0,0,KINGSTON AVENUE                 ,LEFFERTS AVENUE                 ,10.033333333333333,154996,PASSENGER VEHICLE,BICYCLE
3412,MANHATTAN,Unspecified,Unspecified,,2013-07-02,40.7263924,-73.99179570000001,1,0,0,0,BOWERY                          ,EAST 3 STREET                   ,10.15,15501,PASSENGER VEHICLE,BICYCLE
3413,,Unspecified,Unspecified,,2013-10-31,,,1,0,0,0,EAST NEW YORK AVENUE            ,UTICA AVENUE                    ,21.833333333333332,155023,PASSENGER VEHICLE,BICYCLE
3414,MANHATTAN,Unspecified,Unspecified,,2013-07-01,40.7300064,-73.9835363,1,0,0,0,1 AVENUE                        ,EAST 12 STREET                  ,20.333333333333332,15504,TAXI,BICYCLE
3415,BROOKLYN,Unspecified,Unspecified,,2013-11-06,40.66879779999999,-73.93112009999999,1,0,0,0,EASTERN PARKWAY                 ,UTICA AVENUE                    ,17.583333333333332,155054,PASSENGER VEHICLE,BICYCLE
3416,BROOKLYN,Unspecified,Unspecified,,2013-11-15,40.663905799999995,-73.9509752,1,0,0,0,NOSTRAND AVENUE                 ,EMPIRE BOULEVARD                ,13.5,155108,PASSENGER VEHICLE,BICYCLE
3417,BROOKLYN,Unspecified,Unspecified,,2013-11-19,40.6588759,-73.94752240000001,1,0,0,0,FENIMORE STREET                 ,NEW YORK AVENUE                 ,16.25,155133,PASSENGER VEHICLE,BICYCLE
3418,BROOKLYN,Other Vehicular,Passenger Distraction,,2013-11-22,40.656711200000004,-73.9564767,1,0,0,0,WINTHROP STREET                 ,BEDFORD AVENUE                  ,17.916666666666668,155156,PASSENGER VEHICLE,BICYCLE
3419,MANHATTAN,Unspecified,Unspecified,,2013-07-08,40.72289129999999,-73.97972840000001,1,0,0,0,EAST 5 STREET                   ,AVENUE C                        ,17.933333333333334,15518,SPORT UTILITY / STATION WAGON,BICYCLE
3420,BROOKLYN,Unspecified,Unspecified,,2013-11-26,40.6636039,-73.93439120000001,1,0,0,0,SCHENECTADY AVENUE              ,EMPIRE BOULEVARD                ,18.166666666666668,155188,PASSENGER VEHICLE,BICYCLE
3421,MANHATTAN,Passenger Distraction,Unspecified,,2013-07-08,40.728175799999995,-73.9848573,1,0,0,0,EAST 9 STREET                   ,1 AVENUE                        ,20.0,15519,TAXI,BICYCLE
3422,BROOKLYN,Unspecified,Unspecified,,2013-12-02,40.6673162,-73.9368243,1,0,0,0,TROY AVENUE                     ,PRESIDENT STREET                ,18.5,155237,PASSENGER VEHICLE,BICYCLE
3423,BROOKLYN,Unspecified,Unspecified,,2013-12-04,40.6671803,-73.95075290000001,1,0,0,0,CARROLL STREET                  ,NOSTRAND AVENUE                 ,6.3,155245,PASSENGER VEHICLE,BICYCLE
3424,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2013-12-07,40.6666035,-73.95654240000002,1,0,0,0,CROWN STREET                    ,BEDFORD AVENUE                  ,18.083333333333332,155274,SPORT UTILITY / STATION WAGON,BICYCLE
3425,BROOKLYN,Unspecified,Unspecified,,2013-12-07,40.655424100000005,-73.950066,1,0,0,0,CLARKSON AVENUE                 ,NOSTRAND AVENUE                 ,20.25,155280,PASSENGER VEHICLE,BICYCLE
3426,BROOKLYN,Unspecified,Unspecified,,2013-12-11,40.6673162,-73.9368243,1,0,0,0,TROY AVENUE                     ,PRESIDENT STREET                ,8.0,155298,PASSENGER VEHICLE,BICYCLE
3427,MANHATTAN,Unspecified,Unspecified,,2013-07-11,40.7215948,-73.9747647,1,0,0,0,FDR DRIVE                       ,EAST 6 STREET                   ,16.0,15531,PASSENGER VEHICLE,BICYCLE
3428,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2013-12-24,40.6650854,-73.92868370000001,1,0,0,0,CROWN STREET                    ,ROCHESTER AVENUE                ,16.166666666666668,155390,PASSENGER VEHICLE,BICYCLE
3429,MANHATTAN,Driver Inattention/Distraction,Unspecified,,2013-07-15,40.7291862,-73.98724920000001,1,0,0,0,2 AVENUE                        ,EAST 9 STREET                   ,11.75,15551,SMALL COM VEH(4 TIRES) ,BICYCLE
3430,MANHATTAN,Unspecified,Unspecified,,2013-07-16,40.7269737,-73.9857379,1,0,0,0,EAST 7 STREET                   ,1 AVENUE                        ,16.75,15555,SPORT UTILITY / STATION WAGON,BICYCLE
3431,BROOKLYN,Glare,Failure to Yield Right-of-Way,,2014-01-29,40.655592999999996,-73.94715740000001,1,0,0,0,NEW YORK AVENUE                 ,CLARKSON AVENUE                 ,16.25,155569,PASSENGER VEHICLE,BICYCLE
3432,BROOKLYN,Unspecified,Unspecified,,2014-02-02,40.669196500000005,-73.96211009999999,0,1,0,0,CLASSON AVENUE                  ,WASHINGTON AVENUE               ,6.216666666666667,155595,PASSENGER VEHICLE,BICYCLE
3433,MANHATTAN,Driver Inattention/Distraction,Unspecified,,2013-07-17,40.7332131,-73.9911129,1,0,0,0,EAST 12 STREET                  ,BROADWAY                        ,9.633333333333333,15560,PICK-UP TRUCK,BICYCLE
3434,MANHATTAN,Aggressive Driving/Road Rage,Unspecified,,2013-07-17,40.728745700000005,-73.978536,1,0,0,0,EAST 13 STREET                  ,AVENUE B                        ,17.333333333333332,15561,PASSENGER VEHICLE,BICYCLE
3435,BROOKLYN,Unspecified,Unspecified,,2012-07-06,40.660789799999996,-73.99400240000001,1,0,0,0,5 AVENUE                        ,22 STREET                       ,21.0,155849,UNKNOWN,BICYCLE
3436,MANHATTAN,Unspecified,Unspecified,,2013-07-24,40.728447100000004,-73.9817905,1,0,0,0,EAST 11 STREET                  ,AVENUE A                        ,6.666666666666667,15586,TAXI,BICYCLE
3437,BROOKLYN,Unspecified,Unspecified,,2012-07-10,40.64432539999999,-74.0180605,1,0,0,0,56 STREET                       ,3 AVENUE                        ,7.483333333333333,155860,SPORT UTILITY / STATION WAGON,BICYCLE
3438,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2012-07-11,40.6588095,-73.98171579999999,1,0,0,0,PROSPECT PARK WEST              ,PROSPECT AVENUE                 ,20.5,155876,PASSENGER VEHICLE,BICYCLE
